Surname,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Surname_tfidf_0,Surname_tfidf_1,Surname_tfidf_2,Surname_tfidf_3,Surname_tfidf_4,France,Germany,Spain,Female,Male,Mem__no__Products,Cred_Bal_Sal,Bal_sal,Tenure_Age,Age_Tenure_product
2363,650.0,28.0,0.0,0.0,1.0,1,1,175380.77,0,"-4.222,93","7.559,00","-5.183,27","55.787,50","-240.722,62",1,0,0,0,1,1.0,0.0,0.0,0.0,0.0
1228,683.0,57.0,9.0,0.0,2.0,1,0,182025.95,0,"-392.302.312.755,70","-2.702.738.330.012.430,00","-88.675.144.639,13","2.501.445.451.971.860,00","29.699.949.704.962.900,00",1,0,0,0,1,0.0,0.0,0.0,"15.789.473.684.210.500,00",513.0
1476,740.0,38.0,8.0,178787.54,1.0,1,0,172490.78,0,"34.730.352.586,61","-39.576.016.081,66","11.452.934.222.399.300,00","81.447.991.829,84","20.493.582.504.078.700,00",0,1,0,0,1,0.0,"7.670.136.316.851.250,00","1.036.504.907.682.600,00","21.052.631.578.947.300,00",304.0
1304,656.0,38.0,8.0,132673.52,1.0,0,0,119439.42,0,"274.795,59","5.532,38","-27.757,06","10.469.666,82","-246.093,52",1,0,0,0,1,0.0,"7.286.859.658.226.730,00","11.108.017.771.687.100,00","21.052.631.578.947.300,00",304.0
2054,684.0,37.0,7.0,107714.49,2.0,1,1,55775.25,0,"1.201.009.967,82","5.644.971.084,82","183.545.949.427,96","438.749.838.957,02","267.610.034.929,73",0,0,1,0,1,2.0,"13.209.570.761.224.700,00","19.312.237.955.006.900,00","1.891.891.891.891.890,00",259.0
2646,583.0,38.0,5.0,102238.51,2.0,1,1,178144.53,0,"-68.572.720.485,41","-46.014.947.396.442.400,00","-35.629.507.705,74","-11.871.181.178.771.900,00","-6.554.267.176.928.050,00",0,1,0,1,0,2.0,"3.345.881.646.211.640,00","5.739.076.580.122.890,00","13.157.894.736.842.100,00",190.0
1306,729.0,38.0,3.0,0.0,2.0,1,0,154137.33,0,"-405.560.568,39","-1.179.871.485,50","3.738.258.323,92","-166.744.560.036,15","6.827.666.650,22",1,0,0,1,0,0.0,0.0,0.0,"7.894.736.842.105.260,00",114.0
1233,558.0,39.0,6.0,131647.01,1.0,0,1,180598.86,0,"10.753.963.022.777.700,00","18.598.652.550.894.100,00","24.098.194.164.259.500,00","-39.397.299.370.955.500,00","4.913.187.177.658.530,00",0,0,1,1,0,1.0,"40.675.246.554.712.400,00","7.289.470.708.729.830,00","15.384.615.384.615.300,00",234.0
501,587.0,29.0,4.0,108166.88,1.0,0,1,156917.04,0,"219.020,06","-31.051.496,32","4.785,34","-5.877.250,62","-57.698.249,67",1,0,0,0,1,1.0,"40.463.392.987.785.100,00","6.893.252.638.464.240,00","13.793.103.448.275.800,00",116.0
2054,573.0,23.0,1.0,61592.14,1.0,1,1,145792.01,0,"1.201.009.967,82","5.644.971.084,82","183.545.949.427,96","438.749.838.957,02","267.610.034.929,73",1,0,0,0,1,1.0,"24.207.291.071.712.300,00","4.224.658.127.698.490,00","43.478.260.869.565.200,00",23.0
1971,641.0,44.0,4.0,0.0,1.0,1,0,142513.5,1,"180.489.219,85","-3.124.057.868,31","219.584.142.406,60","-16.996.098.794.589.300,00","7.497.537.760,81",1,0,0,0,1,0.0,0.0,0.0,"9.090.909.090.909.090,00",176.0
1903,678.0,59.0,1.0,0.0,1.0,1,0,138029.95,1,"-672.237,76","-13.045.748,36","10.025.745,15","-23.774.918,96","940.759,57",1,0,0,1,0,0.0,0.0,0.0,"1.694.915.254.237.280,00",59.0
469,641.0,37.0,2.0,109387.9,1.0,1,0,49594.19,0,"-300.733.270,76","-210.571.671,19","-192.396.967,58","-997.264.710,75","-329.112.941,06",0,1,0,0,1,0.0,"14.138.277.870.855.400,00","22.056.595.742.364.100,00","5.405.405.405.405.400,00",74.0
441,741.0,43.0,5.0,137780.07,1.0,1,1,120530.81,0,"4.642.149.964.651.770,00","8.392.933.419.600.220,00","-4.454.398.802.156.520,00","8.448.597.821.131.990,00","-19.691.985.973.327.500,00",1,0,0,0,1,1.0,"8.470.450.988.423.620,00","11.431.107.946.590.500,00","11.627.906.976.744.100,00",215.0
1081,641.0,35.0,6.0,0.0,2.0,0,1,182784.11,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,2.0,0.0,0.0,"17.142.857.142.857.100,00",210.0
47,597.0,22.0,7.0,106756.01,1.0,1,0,151169.83,1,"118,51","605,84","-2.868,76","4.166,64","15.387,31",0,1,0,1,0,0.0,"4.216.009.105.123.680,00","7.061.991.800.877.190,00","3.181.818.181.818.180,00",154.0
2166,553.0,40.0,8.0,0.0,2.0,1,1,161240.17,0,"-1.015.806.693,73","-80.257.699,03","1.721.812.812,97","-30.427.654.238,91","4.014.569.308,10",1,0,0,1,0,2.0,0.0,0.0,0.2,320.0
2568,583.0,39.0,7.0,123328.15,1.0,1,0,123699.15,0,"22.119.028.587.270.000,00","12.699.142.614.410.400,00","-36.150.892.527.675.900,00","-1.733.864.729.480.400,00","-4.221.985.814.830.370,00",0,1,0,0,1,0.0,"5.812.514.592.865.020,00","997.000.787.798.461,00","1.794.871.794.871.790,00",273.0
985,585.0,28.0,6.0,127638.35,1.0,0,0,131553.74,0,"-390.708.862,45","4.553.554.528,25","-4.696.430.122,08","-70.188.820.003,66","14.267.567.868.892.800,00",0,0,1,1,0,0.0,"5.675.888.404.997.070,00","9.702.373.341.875.340,00","21.428.571.428.571.400,00",168.0
1981,624.0,41.0,1.0,0.0,2.0,1,1,130553.47,0,"346.518,36","-843.446,84","-5.674.928,13","239.905.785,07","-23.865.318,75",1,0,0,0,1,2.0,0.0,0.0,"24.390.243.902.439.000,00",41.0
35,652.0,41.0,8.0,0.0,2.0,1,1,77946.6,0,"-197.313.264,25","17.117.464.232,77","-27.860.443.687,40","-19.388.878.926,91","1.263.277.435,01",1,0,0,0,1,2.0,0.0,0.0,"1.951.219.512.195.120,00",328.0
2762,616.0,39.0,5.0,139562.05,2.0,1,1,78879.6,0,"-11.909.206,61","519.902,64","283.108.716,13","-386.456.255,04","2.936.778.714,39",1,0,0,0,1,2.0,"10.898.917.185.178.400,00","176.930.473.785.364,00","1.282.051.282.051.280,00",195.0
2905,617.0,27.0,7.0,0.0,2.0,1,0,190269.21,0,"422.685,88","164.361.530,84","-5.667.314,63","16.526.173,62","-99.952.993,12",1,0,0,0,1,0.0,0.0,0.0,"25.925.925.925.925.900,00",189.0
2196,642.0,47.0,3.0,0.0,2.0,1,0,155722.66,0,"94.014,35","10.699.233,89","-2.255.368,62","2.270.100,20","294.596,86",1,0,0,0,1,0.0,0.0,0.0,"6.382.978.723.404.250,00",141.0
2570,692.0,46.0,8.0,0.0,2.0,1,1,105983.09,0,"7.404.551.884.214.980,00","-1.557.829.865.650.530,00","6.473.074.857.287.980,00","-17.903.768.801.332.700,00","9.854.938.557.155.760,00",1,0,0,1,0,2.0,0.0,0.0,"17.391.304.347.826.000,00",368.0
1878,459.0,63.0,8.0,160903.2,1.0,0,1,16246.59,1,"-107.452,49","-200.828,42","-18.364,33","-33.456,27","2.236.138,33",0,0,1,0,1,1.0,"4.545.850.470.775.710,00","9.903.813.661.820.720,00","12.698.412.698.412.600,00",504.0
1820,563.0,45.0,10.0,83765.35,1.0,1,0,177614.17,0,"1.086.130,94","-23.727.576,32","13.884.876,66","-109.988.562,95","66.963.358,44",0,1,0,1,0,0.0,"26.551.874.802.556.500,00","4.716.141.172.745.390,00","2.222.222.222.222.220,00",450.0
2389,683.0,40.0,9.0,0.0,2.0,1,0,180197.74,0,"62.587.671.060,01","126.445.476.336,79","4.107.843.885.343.790,00","1.504.615.701.106.260,00","28.246.899.418.336.900,00",1,0,0,0,1,0.0,0.0,0.0,"225,00",360.0
1233,756.0,45.0,2.0,121874.89,1.0,0,0,6865.41,1,"10.753.963.022.777.700,00","18.598.652.550.894.100,00","24.098.194.164.259.500,00","-39.397.299.370.955.500,00","4.913.187.177.658.530,00",0,1,0,1,0,0.0,"13.420.526.500.238.100,00","17.752.019.180.209.100,00","44.444.444.444.444.400,00",90.0
2056,519.0,36.0,7.0,0.0,2.0,1,0,145560.38,0,"4.838.665,34","-1.756.539.611,02","-349.213.052,93","9.126.632,74","2.256.417.355,44",1,0,0,1,0,0.0,0.0,0.0,"19.444.444.444.444.400,00",252.0
1230,703.0,30.0,5.0,0.0,1.0,1,1,60533.96,0,"45.183.794.312,78","9.995.817.396.341.620,00","24.806.224.864.199.200,00","-6.802.743.586.023.620,00","10.340.030.024.062.800,00",1,0,0,0,1,1.0,0.0,0.0,"16.666.666.666.666.600,00",150.0
1005,564.0,33.0,3.0,109341.87,1.0,0,1,75632.78,0,"-5,12","-3.089,83","-15.050,67","-112.461,17","-4.391,24",0,1,0,0,1,1.0,"8.153.715.185.399.760,00","14.456.941.818.084.600,00","9.090.909.090.909.090,00",99.0
2061,634.0,38.0,4.0,0.0,2.0,0,0,145537.57,0,"17.669.792.335.250.700,00","-11.055.541.888.179.200,00","19.522.408.197.988.300,00","17.445.254.364.857.300,00","-4.721.835.826.888.340,00",1,0,0,1,0,0.0,0.0,0.0,"10.526.315.789.473.600,00",152.0
2061,582.0,28.0,5.0,115074.02,1.0,1,0,124954.56,0,"17.669.792.335.250.700,00","-11.055.541.888.179.200,00","19.522.408.197.988.300,00","17.445.254.364.857.300,00","-4.721.835.826.888.340,00",0,1,0,0,1,0.0,"5.359.794.763.792.530,00","920.926.935.359.542,00","17.857.142.857.142.800,00",140.0
1235,613.0,29.0,0.0,0.0,2.0,1,0,93835.49,0,"-112.048.491.801,31","6.036.094.126,78","578.610.438.449,27","-9.096.838.200.160.910,00","813.769.516,74",1,0,0,0,1,0.0,0.0,0.0,0.0,0.0
1475,471.0,33.0,4.0,0.0,2.0,1,1,74945.11,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,2.0,0.0,0.0,"12.121.212.121.212.100,00",132.0
1953,663.0,47.0,6.0,146053.66,1.0,0,0,113950.53,1,"-321.286.042,65","-1.110.802.920,77","-10.074.813.165,15","-31.898.035.205,12","-2.123.051.234,97",1,0,0,0,1,0.0,"8.497.861.008.632.430,00","12.817.286.589.189.100,00","1.276.595.744.680.850,00",282.0
2657,688.0,61.0,6.0,89111.63,1.0,1,1,105936.09,0,"12.238.832.829.304.700,00","-46.026.186.659.288.700,00","-857.693.710.105.661,00","34.565.598.711.320.600,00","-11.383.000.736.640.700,00",1,0,0,0,1,1.0,"5.787.338.520.800.600,00","841.182.924.534.972,00","9.836.065.573.770.490,00",366.0
636,496.0,42.0,6.0,105239.1,1.0,1,0,82937.98,0,"-122.804.795.794,31","-40.680.197.315,54","92.164.070.506,81","-7.363.145.580.927.310,00","408.820.998.386,97",1,0,0,0,1,0.0,"6.293.690.007.882.990,00","12.688.891.144.925.400,00","14.285.714.285.714.200,00",252.0
2570,743.0,76.0,9.0,126076.24,1.0,1,1,34436.83,0,"7.404.551.884.214.980,00","-1.557.829.865.650.530,00","6.473.074.857.287.980,00","-17.903.768.801.332.700,00","9.854.938.557.155.760,00",1,0,0,0,1,1.0,"2.720.187.843.073.820,00","3.661.087.271.970.150,00","11.842.105.263.157.800,00",684.0
842,521.0,59.0,4.0,164011.48,2.0,1,1,38550.4,0,"243.572,97","-695.853,14","-10.033.188,73","-13.410.710,99","-19.250.242,67",0,1,0,1,0,2.0,"2.216.578.325.516.720,00","4.254.468.954.926.530,00","6.779.661.016.949.150,00",236.0
852,641.0,67.0,4.0,0.0,2.0,1,1,94978.1,0,"2.917.099.283.322.320,00","-4.230.571.786.394.590,00","23.413.879.249.551.400,00","-11.661.484.811.111.800,00","5.238.581.637.951.790,00",0,0,1,0,1,2.0,0.0,0.0,"5.970.149.253.731.340,00",268.0
336,679.0,44.0,5.0,0.0,2.0,1,0,178038.17,0,"-10.470.046.511.878.700,00","-34.326.168.435.568.300,00","-1.484.618.288.579.000,00","-2.169.461.004.914.790,00","3.847.536.089.455.110,00",1,0,0,0,1,0.0,0.0,0.0,"11.363.636.363.636.300,00",220.0
473,769.0,68.0,4.0,92855.02,1.0,0,1,92977.75,0,"-4.881.084,11","-162.345.542,99","-336.966.145,31","660.784.782,96","-87.511.334,25",0,0,1,1,0,1.0,"7.679.849.252.106.010,00","9.986.800.067.758.140,00","58.823.529.411.764.700,00",272.0
1666,703.0,31.0,8.0,0.0,1.0,0,0,121568.37,1,"34.798.106.326,81","17.747.841.340,55","-82.663.487,28","11.949.160.537.812.900,00","-7.497.924.448,00",0,0,1,0,1,0.0,0.0,0.0,"25.806.451.612.903.200,00",248.0
1951,727.0,41.0,9.0,0.0,2.0,1,1,37688.31,0,"-2.024.578.122,37","769.394.154,12","127.281.731.576,89","32.762.644.155,41","17.326.648.447,12",1,0,0,1,0,2.0,0.0,0.0,"21.951.219.512.195.100,00",369.0
1397,759.0,32.0,2.0,0.0,2.0,1,1,123956.83,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,2.0,0.0,0.0,"625,00",64.0
2892,678.0,26.0,5.0,0.0,2.0,1,0,176903.35,0,"-698.132.419,82","-264.668.968,61","494.339.053,01","-3.542.235.540,32","-6.158.807.846,46",1,0,0,0,1,0.0,0.0,0.0,"19.230.769.230.769.200,00",130.0
1830,569.0,27.0,7.0,0.0,2.0,1,1,180942.8,0,"-9.653,84","-467.724,18","-519.927,14","519.588,94","125.730,71",0,0,1,1,0,2.0,0.0,0.0,"25.925.925.925.925.900,00",189.0
2055,617.0,46.0,4.0,0.0,1.0,1,0,56793.02,0,"1.839.628.845,01","4.301.980.779,74","129.147.392.263,76","215.664.621.448,27","-47.796.617.323,90",0,0,1,0,1,0.0,0.0,0.0,"8.695.652.173.913.040,00",184.0
2047,633.0,53.0,1.0,0.0,2.0,1,1,190998.96,0,"-21.136.746.909,35","103.156.366.823,65","7.501.593.559,39","-11.024.922.827.403.700,00","60.026.266.256,13",1,0,0,0,1,2.0,0.0,0.0,"18.867.924.528.301.800,00",53.0
1573,652.0,38.0,5.0,106376.85,1.0,1,1,179351.89,1,"20.935.539.668.131.500,00","6.491.642.022.669.060,00","-5.902.289.441.122.180,00","4.340.140.635.969.930,00","-12.831.299.400.081.400,00",0,1,0,1,0,1.0,"38.671.299.309.976.600,00","5.931.180.875.763.280,00","13.157.894.736.842.100,00",190.0
591,576.0,30.0,3.0,0.0,2.0,0,1,179066.58,0,"-3.924,06","246.959,93","-18.287,15","-554.615,12","6.276,52",0,0,1,0,1,2.0,0.0,0.0,0.1,90.0
1954,567.0,52.0,3.0,0.0,2.0,1,1,118313.38,1,"6.060.813,45","676.210.473,22","906.573.545,01","-13.317.973.388,58","18.377.688.962,07",0,0,1,1,0,2.0,0.0,0.0,"57.692.307.692.307.600,00",156.0
1572,816.0,25.0,2.0,150355.35,2.0,1,1,35770.84,0,"2.023.234.484.421.950,00","6.274.139.197.093.940,00","-5.704.422.328.829.300,00","4.194.888.618.329.000,00","-12.401.922.009.873.100,00",0,1,0,1,0,2.0,"34.298.877.409.644.200,00","42.032.938.002.015.000,00",0.08,50.0
2846,489.0,37.0,4.0,129667.77,2.0,0,0,137519.92,0,"-58.818,91","-1.554.843,29","-307.404,53","-620.036,21","-13.277.857,14",0,1,0,1,0,0.0,"46.107.894.427.221.800,00","9.429.017.265.280.540,00","10.810.810.810.810.800,00",148.0
1753,551.0,37.0,1.0,0.0,2.0,1,1,50578.4,0,"2.691.538,63","-41.067.150,33","-221.911.597,06","2.071.457.437,07","843.117,25",1,0,0,0,1,2.0,0.0,0.0,"2.702.702.702.702.700,00",37.0
2061,671.0,42.0,9.0,0.0,2.0,0,1,156853.25,0,"17.669.792.335.250.700,00","-11.055.541.888.179.200,00","19.522.408.197.988.300,00","17.445.254.364.857.300,00","-4.721.835.826.888.340,00",1,0,0,0,1,2.0,0.0,0.0,"21.428.571.428.571.400,00",378.0
67,805.0,55.0,5.0,123601.56,1.0,0,1,140003.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1.0,"7.106.937.408.484.100,00","8.828.493.675.135.530,00","9.090.909.090.909.090,00",275.0
2047,655.0,38.0,7.0,101514.89,1.0,0,0,121551.21,0,"-21.136.746.909,35","103.156.366.823,65","7.501.593.559,39","-11.024.922.827.403.700,00","60.026.266.256,13",1,0,0,0,1,0.0,"5.470.307.778.096.160,00","8.351.614.928.391.080,00","18.421.052.631.578.900,00",266.0
1952,738.0,46.0,3.0,116561.05,1.0,1,0,120219.03,1,"-3.990.008.632,72","-3.254.834.355,04","3.015.395.506,17","-6.844.552.253,24","35.389.194.698,55",1,0,0,1,0,0.0,"7.155.444.100.655.270,00","969.572.371.362.504,00","6.521.739.130.434.780,00",138.0
2032,669.0,33.0,7.0,103033.38,2.0,1,1,184524.76,0,"889.155,38","176.891.924,61","-4.006.197,64","91.226.530,48","10.289.723,21",0,1,0,1,0,2.0,"3.735.505.805.291.380,00","5.583.715.702.976.660,00","21.212.121.212.121.200,00",231.0
2897,817.0,29.0,2.0,110414.48,1.0,0,1,48984.95,0,"-264.676.210,59","-15.646.454.119,04","-13.892.722.690,61","-2.655.571.554,71","-15.103.094.381,00",1,0,0,1,0,1.0,"18.415.580.736.532.300,00","2.254.049.049.759.160,00","6.896.551.724.137.930,00",58.0
1420,707.0,49.0,9.0,0.0,2.0,0,1,162682.25,1,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,2.0,0.0,0.0,"1.836.734.693.877.550,00",441.0
348,669.0,31.0,7.0,0.0,1.0,1,1,79881.39,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1.0,0.0,0.0,"22.580.645.161.290.300,00",217.0
1350,549.0,35.0,7.0,127561.51,1.0,0,1,167969.19,0,"11.513.962.772.198.100,00","-46.912.801.966.692.400,00","-46.647.293.747.609.300,00","812.480.335.134.528,00","-19.573.319.723.943,00",0,1,0,0,1,1.0,"41.692.925.345.416.000,00","7.594.339.771.478.320,00",0.2,245.0
1542,622.0,46.0,7.0,117325.23,2.0,0,1,173464.43,0,"-7.361.502.151,11","18.141.213.768,53","85.617.723.564,27","-2.022.404.038.774.250,00","4.572.653.488.699.570,00",0,1,0,1,0,2.0,"4.206.988.894.495.540,00","6.763.647.740.346.530,00","15.217.391.304.347.800,00",322.0
1848,728.0,25.0,8.0,0.0,1.0,0,1,104889.2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1.0,0.0,0.0,0.32,200.0
1888,678.0,43.0,2.0,140431.98,2.0,1,1,26450.57,0,"-18.323.199,60","-32.628.537,88","-159.180.305,15","-38.033.258,39","-9.615.487,04",1,0,0,0,1,2.0,"3.599.653.332.234.420,00","5.309.223.203.885.580,00","46.511.627.906.976.700,00",86.0
985,790.0,41.0,9.0,122501.28,2.0,1,1,99818.31,0,"-390.708.862,45","4.553.554.528,25","-4.696.430.122,08","-70.188.820.003,66","14.267.567.868.892.800,00",0,1,0,1,0,2.0,"9.695.216.358.601.940,00","12.272.425.770.382.200,00","21.951.219.512.195.100,00",369.0
1949,678.0,42.0,9.0,108286.5,1.0,0,0,136909.11,1,"8.471.147.120,84","21.837.362.299,51","7.798.851.777,19","69.162.909.430,92","-485.573.430.100,68",0,1,0,1,0,0.0,"536.255.381.398.652,00","7.909.371.407.059.760,00","21.428.571.428.571.400,00",378.0
1642,653.0,38.0,8.0,0.0,2.0,1,1,117946.3,0,"22.899.287.993.415.800,00","-35.239.375.060.459.000,00","-1.047.081.420.579.200,00","15.209.271.710.300.700,00","10.424.041.916.254.300,00",1,0,0,1,0,2.0,0.0,0.0,"21.052.631.578.947.300,00",304.0
1669,656.0,33.0,10.0,0.0,2.0,0,0,136051.47,0,"21.618.471.166.211.700,00","-9.233.229.345.200.800,00","-17.226.767.021.291.300,00","18.173.869.944.434.000,00","7.487.848.990.910.180,00",1,0,0,0,1,0.0,0.0,0.0,"30.303.030.303.030.300,00",330.0
1609,584.0,55.0,1.0,0.0,1.0,0,0,91775.51,1,"20.643.197.900,55","310.493.845.421,87","10.178.897.408.944.100,00","-27.703.639.578,72","2.492.897.737.955.960,00",0,0,1,1,0,0.0,0.0,0.0,"1.818.181.818.181.810,00",55.0
956,596.0,31.0,7.0,0.0,2.0,1,0,140991.23,0,"-92,26","-29.419,57","13.036,38","-23.358,06","2.036,96",1,0,0,0,1,0.0,0.0,0.0,"22.580.645.161.290.300,00",217.0
2570,722.0,36.0,7.0,0.0,2.0,1,0,153059.04,0,"7.404.551.884.214.980,00","-1.557.829.865.650.530,00","6.473.074.857.287.980,00","-17.903.768.801.332.700,00","9.854.938.557.155.760,00",1,0,0,0,1,0.0,0.0,0.0,"19.444.444.444.444.400,00",252.0
1570,850.0,33.0,4.0,126674.81,2.0,1,1,124118.71,0,"-4.763,76","114.119,45","1.165.557,26","-1.177.944,59","-4.259.289,45",0,1,0,0,1,2.0,"8.675.048.951.121.060,00","10.205.939.942.495.300,00","12.121.212.121.212.100,00",132.0
527,594.0,46.0,7.0,151607.97,1.0,1,1,100423.88,0,"6.071.709.007,52","-20.304.864.728.779.100,00","-2.009.966.799.087.220,00","13.339.415.358.407.100,00","-992.226.357.784.468,00",1,0,0,0,1,1.0,"8.967.501.970.646.820,00","1.509.680.466.438.850,00","15.217.391.304.347.800,00",322.0
28,593.0,35.0,1.0,136855.82,2.0,0,1,102975.25,0,"-88.759.587,20","-747.036.772,31","-13.669.691.726,90","788.772.453,44","-6.219.996.032,84",0,1,0,1,0,2.0,"7.881.068.631.540.100,00","13.290.166.326.374.500,00","2.857.142.857.142.850,00",35.0
2473,731.0,36.0,6.0,86053.52,2.0,0,0,179093.26,0,"3.166.076.292.020.040,00","-9.357.789.804.090.270,00","-69.844.714.934.231.100,00","-30.793.546.091.655.100,00","-2.184.996.753.989.450,00",1,0,0,0,1,0.0,"3.512.422.696.420.840,00","48.049.558.090.572.400,00","16.666.666.666.666.600,00",216.0
493,633.0,28.0,2.0,104508.58,2.0,0,1,161840.96,0,"1.798.189.080,99","-2.217.979.381,73","-102.881.125.516,77","49.285.156.201,86","-43.820.028.313,84",0,1,0,1,0,2.0,"40.875.888.983.851.800,00","6.457.486.411.350.990,00","7.142.857.142.857.140,00",56.0
1081,675.0,43.0,6.0,0.0,2.0,1,1,72849.29,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,2.0,0.0,0.0,"13.953.488.372.093.000,00",258.0
1715,527.0,28.0,4.0,0.0,2.0,1,1,92855.87,0,"-5.472.399.164.123.460,00","-3.177.158.810.026.040,00","222.711.068.547.099,00","14.670.482.448.735.000,00","17.169.935.933.054.800,00",0,0,1,1,0,2.0,0.0,0.0,"14.285.714.285.714.200,00",112.0
51,575.0,32.0,2.0,145330.43,1.0,0,0,60988.21,1,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0.0,"13.701.828.148.424.000,00","23.829.266.345.085.300,00","625,00",64.0
2662,707.0,32.0,2.0,137852.21,1.0,1,0,171922.91,0,"-1.710.817.534.465.980,00","-185.449.138.081.807,00","20.826.115.704.717.000,00","-12.879.142.678.779.800,00","2.306.201.200.390.680,00",1,0,0,1,0,0.0,"5.668.907.795.360.140,00","80.182.571.362.944,00","625,00",64.0
1817,662.0,35.0,7.0,0.0,2.0,1,0,100200.4,0,"11.773.318,29","281.748.516,55","38.736.676,85","4.896.355,79","55.815.285,56",0,0,1,0,1,0.0,0.0,0.0,0.2,245.0
2570,752.0,31.0,2.0,132914.7,1.0,1,1,52861.91,0,"7.404.551.884.214.980,00","-1.557.829.865.650.530,00","6.473.074.857.287.980,00","-17.903.768.801.332.700,00","9.854.938.557.155.760,00",0,1,0,0,1,1.0,"1.890.810.498.523.410,00","2.514.375.662.930.070,00","6.451.612.903.225.800,00",62.0
436,644.0,38.0,2.0,142360.62,1.0,1,1,184524.65,0,"5.449.123.305.810.480,00","16.657.454.475.856.500,00","-601.702.975.586.823,00","-1.002.423.928.197.790,00","-4.477.551.688.263.680,00",1,0,0,0,1,1.0,"4.968.454.853.050.790,00","7.714.992.007.842.850,00","5.263.157.894.736.840,00",76.0
764,594.0,31.0,8.0,0.0,2.0,0,0,83206.19,0,"-171.967,17","4.441.549,70","2.190.995,13","-3.819.502,20","27.761.690,92",0,0,1,1,0,0.0,0.0,0.0,"25.806.451.612.903.200,00",248.0
2665,510.0,45.0,4.0,0.0,1.0,1,1,79270.02,0,"-122.964.167.187,08","-1.650.446.416.310.130,00","-22.538.153.569.832.700,00","-2.738.755.264.670.330,00","18.778.913.648.396.700,00",1,0,0,0,1,1.0,0.0,0.0,"8.888.888.888.888.880,00",180.0
1236,641.0,62.0,6.0,0.0,1.0,1,1,120107.1,1,"-3.447.294.172.650.730,00","-2.025.033.659.055.650,00","-10.280.719.705.962.700,00","-938.715.514.665.035,00","15.068.643.143.363.400,00",1,0,0,0,1,1.0,0.0,0.0,"967.741.935.483.871,00",372.0
2031,684.0,39.0,7.0,97720.27,2.0,0,0,166471.39,0,"-10.103.413.799,07","13.840.562.105,20","604.592.420,22","-140.213.590.606,80","9.087.617.179,33",0,1,0,0,1,0.0,"40.151.442.647.292.100,00","5.870.093.954.282.470,00","1.794.871.794.871.790,00",273.0
1236,604.0,33.0,4.0,0.0,2.0,1,1,128882.86,0,"-3.447.294.172.650.730,00","-2.025.033.659.055.650,00","-10.280.719.705.962.700,00","-938.715.514.665.035,00","15.068.643.143.363.400,00",1,0,0,0,1,2.0,0.0,0.0,"12.121.212.121.212.100,00",132.0
473,594.0,39.0,3.0,0.0,1.0,1,0,45909.62,1,"-4.881.084,11","-162.345.542,99","-336.966.145,31","660.784.782,96","-87.511.334,25",1,0,0,1,0,0.0,0.0,0.0,"7.692.307.692.307.690,00",117.0
1973,794.0,30.0,9.0,0.0,2.0,1,0,59601.06,0,"20.845.427.034,50","14.579.258.989.537.000,00","-9.754.604.915.377.240,00","36.540.341.067,85","-12.753.442.176.620.100,00",1,0,0,0,1,0.0,0.0,0.0,0.3,270.0
1146,529.0,37.0,5.0,0.0,2.0,1,0,187288.5,0,"-4.387.945,91","-34.076.302,31","-988.715,64","-95.957.626,85","182.072.120,25",1,0,0,0,1,0.0,0.0,0.0,"13.513.513.513.513.500,00",185.0
1235,663.0,45.0,2.0,0.0,2.0,1,1,110421.2,0,"-112.048.491.801,31","6.036.094.126,78","578.610.438.449,27","-9.096.838.200.160.910,00","813.769.516,74",1,0,0,0,1,2.0,0.0,0.0,"44.444.444.444.444.400,00",90.0
1336,651.0,44.0,9.0,0.0,2.0,1,0,26257.01,0,"32.689.901,76","226.429,72","1.389.462.982,96","-467.833.064,01","3.943.514.689,14",1,0,0,0,1,0.0,0.0,0.0,"20.454.545.454.545.400,00",396.0
438,708.0,38.0,8.0,102773.2,1.0,1,1,119333.95,0,"5.115.858.736.041.110,00","15.129.434.564.991.400,00","-6.232.263.546.711.660,00","7.945.838.706.745.070,00","5.436.287.752.228.510,00",0,1,0,0,1,1.0,"6.097.462.256.130.790,00","8.612.234.825.043.500,00","21.052.631.578.947.300,00",304.0
259,665.0,47.0,2.0,0.0,1.0,1,1,66548.58,0,"808.447,90","232.571.489,51","1.252.034.882,81","1.458.416.074,94","-351.686.416,43",0,0,1,0,1,1.0,0.0,0.0,"425.531.914.893.617,00",94.0
1229,735.0,66.0,2.0,0.0,2.0,0,1,80198.57,0,"-274.995.494.001,90","-18.939.345.939.784.000,00","-61.972.714.344,50","1.753.059.541.094.720,00","20.814.133.603.576.600,00",0,0,1,1,0,2.0,0.0,0.0,"30.303.030.303.030.300,00",132.0
